粉红奶糖吖,来自广东,2022-11-15 05:09:33,哈哈哈哈哈哈哈哈哈哈哈
Tyranus,来自辽宁,2022-11-05 13:53:08,今年棉花西瓜大丰收[doge]
Lynniee2,来自湖南,2022-11-04 17:17:07,xswl
BourbonAn,来自云南,2022-10-27 09:20:37,[哈哈][太开心]//<a href='/n/Shiftkawaiii'>@Shiftkawaiii</a>:这名字太好了 有一种天然的美[哈哈][太开心]
QAINIAQ,来自北京,2022-10-27 08:07:58,阳光彩虹小白马，滴滴答滴滴答
性感雪貂,来自辽宁,2022-10-25 17:43:08,☀️🌈🦄
吉田堅,来自广东,2022-10-25 15:55:05,？
美国超人肖万,来自广东,2022-10-25 15:54:14,<a href='/n/Y雅痞P'>@Y雅痞P</a> 朝鲜语是啥意思啊？[笑哈哈]
今天记了几个单词,来自山东,2022-10-25 15:26:32,<a href='/n/BBTWING'>@BBTWING</a>
摩擦专家朱怀冰,来自山东,2022-10-25 10:23:09,尼格是个好名字[偷笑]
登巴巴卡,来自山西,2022-10-25 10:22:32,这台风应该挺臭吧
DREAMS_THEATRE,来自美国,2022-10-25 10:06:31,是要登录广州吗？
回不到过去的酱油,来自内蒙古,2022-10-25 09:46:38,完了，台风要在广州登陆了
LILTIMEP,来自重庆,2022-10-25 09:43:15,[笑哈哈]
无酒精伏特加,来自江苏,2022-10-25 09:38:35,都是从海上跑来的尼格
思修道德最高点,来自广东,2022-10-23 12:02:27,黑旋风[泪][泪][泪][泪][泪][泪][泪][泪][泪]
Dveezy,来自广东,2022-10-22 16:48:06,<a href='/n/EAW90210'>@EAW90210</a>
鍍鵶,来自黑龙江,2022-10-21 18:18:36,这风是不是动保环保 素食 跨性别同性恋？
爱吃薯条的猫啊,来自广东,2022-10-21 16:36:00,[太开心]
TrizyTrey,来自广东,2022-10-21 08:05:31,Welcome to Cantonia
-Jennyaaa,来自上海,2022-10-21 01:09:51,有种机器的美
比吉斯yyds,来自江苏,2022-10-20 23:44:05,梦回种植园
sword1_chen9,来自广东,2022-10-20 23:11:05,直奔广州，今年棉花大丰收了[嘻嘻]
BlackCat今年一定要上岸,来自广东,2022-10-20 22:58:03,[doge]把三元里的内鸽全部吹走
sword1_chen9,来自广东,2022-10-20 22:57:15,<a href='/n/不打腮红只打哈欠ye'>@不打腮红只打哈欠ye</a>
stan啊啊啊啊啊啊啊,来自福建,2022-10-20 22:42:27,[允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲]
thefakevvizaryvv_,来自上海,2022-10-20 22:02:12,<a href='/n/Pluto朱尼尔'>@Pluto朱尼尔</a>
Pluto朱尼尔,来自云南,2022-10-20 22:11:23,笑晕了
小妖爱睡觉1942327304,来自江西,2022-10-20 18:05:55,还有海棠是台湾来的吗[doge]
小妖爱睡觉1942327304,来自江西,2022-10-20 18:04:29,这个台风不会引起美国抗议吧[doge]
看微博就图个乐,来自广东,2022-10-20 17:03:49,？？？？
诸葛孔B,来自广东,2022-10-20 16:48:28,自由翱翔[二哈]
自沉天地间,来自河南,2022-10-20 16:45:06,再下次的台风是不是叫黒鬼？
白蜃V,来自四川,2022-10-20 16:16:06,🤣👉
hantangliu,来自广东,2022-10-20 15:31:19,<a href='/n/新八叽的人生'>@新八叽的人生</a> 肯定会去广州
我好像开始了zz,来自内蒙古,2022-10-20 15:24:57,大张伟快跑！
Everythinghurtslikeab1tch,来自广东,2022-10-20 15:00:53,拿皮鞭防台风是吧XD
小倉唯的男友瓜,来自广东,2022-10-20 14:25:11,尼格：有生气，自由翱翔
-脑瘫收割机-,来自山东,2022-10-20 13:46:20,[傻眼]什么梗
黑猫ysz,来自广东,2022-10-20 13:34:03,等等！！！叫啥？？？？？😨
萨瓦图恩的榜一,来自上海,2022-10-20 13:08:46,内个
QT1536,来自广东,2022-10-20 12:59:36,黑旋风李逵[笑哈哈]
八云岚123,来自江苏,2022-10-20 12:15:02,尼格尼格呢[doge]
忆长安花落如雪,来自山东,2022-10-20 12:08:34,不会从广东登陆吧[二哈]
谜之神烦,来自云南,2022-10-20 10:55:35,这个名字起的很带劲
-zx峰-,来自广东,2022-10-20 08:45:10,好名字[太开心]
NQDNQWK,来自广东,2022-10-20 05:08:16,尼格🤣
Jason_森森D,来自广东,2022-10-20 03:55:21,棉花大丰收[鼓掌]
霍尔顿·考尔菲德式的人,来自湖北,2022-10-20 00:19:02,黑旋风是吧
Flwantit_all,来自河北,2022-10-19 19:49:43,黑旋风是吧
·Pornhuc,来自广东,2022-10-25 11:01:13,别来广东，去山东吧，配学伴
Eclipse7941,来自广东,2022-10-25 13:22:00,吃西瓜[并不简单]
南瞻部洲小韭菜,来自四川,2022-10-25 12:09:41,黑猩猩黑猩猩[doge]
你又懂了i,来自安徽,2022-10-20 16:16:19,黑 旋 风 李 逵
癞犊子,来自上海,2022-10-19 19:07:17,建议登陆点多设几个👮，台风一看到就逃跑了
快点让我找到工作,来自广东,2022-10-20 10:05:27,颜色不对，得👮🏻[doge]
星辰丶吸猫者,来自上海,2022-10-19 22:01:34,建议登陆点的超市务必做好安全防护，以免不必要的财产损失[doge][doge][doge][doge]
太上有极仙驱,来自贵州,2022-10-19 21:12:14,回复<a href='/n/小松别东望岱'>@小松别东望岱</a>:不对，应该是这个👮🏿♂️，黑人更明白看到同肤色应该第一时间采取措施[doge]
小松别东望岱,来自新疆,2022-10-19 20:20:40,你那个不对，得我这个👮🏻
养老博主谌员外,来自湖南,2022-10-19 19:54:40,你是懂台风的[doge]
不吃cherry,来自江苏,2022-10-20 08:33:13,扣6佛祖跟你一起笑[doge][doge][doge][doge][doge][doge][doge][doge][doge]
猪_你太美,来自广东,2022-10-25 23:58:02,"尼格尼格尼""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]""""[毕业帽]"""
ShrinLEI,来自重庆,2022-10-24 16:27:08,慕名而来[允悲]
Water_Ryuu,来自广东,2022-10-20 17:51:36,我超 黑旋风！
无所谓36486,来自广东,2022-10-20 16:13:37,很带劲
一人一队许者如秀,来自广西,2022-10-19 21:36:01,我还以为是假的[泪]
念念温柔xx,来自湖北,2022-10-19 19:53:26,尼格来咯
Otto_Von_Bismarck,来自上海,2022-10-19 19:40:11,黑旋风！
俯首拜月,来自中国香港,2022-10-25 12:20:13,<a href='/n/树阙梦梦'>@树阙梦梦</a> 草
一生都粉碎,来自浙江,2022-10-25 11:50:47,<a href='/n/居居MIng'>@居居MIng</a>
JacobCrooked,来自福建,2022-10-25 11:47:16,<a href='/n/这个世上没有EMO'>@这个世上没有EMO</a>
不是大红豆的大大鸿,来自上海,2022-10-25 11:44:51,<a href='/n/AnnZii_992'>@AnnZii_992</a> [笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈]好台风
黑橄榄妹,来自广东,2022-10-25 09:49:48,<a href='/n/橄榄黑橄榄'>@橄榄黑橄榄</a>
特级退堂鼓表演艺术家徐老师,来自山东,2022-10-25 09:39:41,<a href='/n/山东在逃小龙虾'>@山东在逃小龙虾</a>
山东在逃小龙虾,来自山东,2022-10-25 10:35:18,黑人旋风
维克多芝士,来自广东,2022-10-24 22:28:41,啊
请不要踩我的鞋,来自四川,2022-10-22 07:43:34,<a href='/n/HardMoneySpiner'>@HardMoneySpiner</a>
_LesFleursDuMal,来自江苏,2022-10-21 11:24:05,人家不是叫날개吗，念起来是拿该哇，翻译成尼格是要干甚[二哈]
Dennis菌,来自陕西,2022-10-20 23:44:29,黑旋风
Pluto朱尼尔,来自云南,2022-10-20 22:13:47,<a href='/n/真是没礼貌-'>@真是没礼貌-</a> <a href='/n/冰天雪地中的人'>@冰天雪地中的人</a>
Mr芃先森,来自广西,2022-10-20 20:08:53,<a href='/n/秋北鼻布尔'>@秋北鼻布尔</a> 倪哥[doge][doge][doge][doge]
Mr芃先森,来自广西,2022-11-07 22:12:14,回复<a href='/n/秋北鼻布尔'>@秋北鼻布尔</a>:倪哥[doge]
秋北鼻布尔,来自广西,2022-11-01 20:06:53,回复<a href='/n/Mr芃先森'>@Mr芃先森</a>:尼格买提？哈哈哈哈哈
Mr芃先森,来自广西,2022-11-01 11:28:53,回复<a href='/n/秋北鼻布尔'>@秋北鼻布尔</a>:对于某个人种的称呼[doge]
秋北鼻布尔,来自广西,2022-10-24 13:50:15,嗯⊙_⊙[疑问][疑问][疑问][疑问]
淘宝用户-swii178bbs6vsoodj,来自新加坡,2022-10-20 19:55:14,<a href='/n/-独角肥-'>@-独角肥-</a> 尼格来了
暂时是个垃圾桶yee,来自四川,2022-10-20 19:30:11,<a href='/n/只要有雪碧'>@只要有雪碧</a> <a href='/n/赛博烟吕蓝祭'>@赛博烟吕蓝祭</a> <a href='/n/南桐激推'>@南桐激推</a> <a href='/n/冬极星'>@冬极星</a> 海棠之风
已查询精神状况欠佳,来自上海,2022-10-20 19:41:22,尼格还行
Martinlei,来自江西,2022-10-20 18:45:34,<a href='/n/施培培培根'>@施培培培根</a>
宅猫想要游历九界,来自广东,2022-10-20 17:43:03,//<a href='/n/简木生--撰稿者'>@简木生--撰稿者</a>: …
LQ孤宁,来自广东,2022-10-20 17:14:28,<a href='/n/Leoryands'>@Leoryands</a> <a href='/n/Fierce--sea--urchins'>@Fierce--sea--urchins</a>
Leoryands,来自江苏,2022-10-20 17:41:00,[哆啦A梦吃惊]
巷猫艾莉凯特,来自上海,2022-10-20 16:07:16,<a href='/n/橙子的价格是九磅十便士'>@橙子的价格是九磅十便士</a>
橙子的价格是九磅十便士,来自吉林,2022-10-20 16:08:09,？？？
火箭罐头,来自广东,2022-10-20 14:57:49,<a href='/n/Spikeooo'>@Spikeooo</a>
Spikeooo,来自广东,2022-10-20 15:23:52,黑旋风 笑死
Derek43,来自广东,2022-10-20 14:41:46,尼格是要登录广州吗[doge]
Ayaljk,来自广东,2022-10-20 13:44:13,<a href='/n/银焠寺霆orz'>@银焠寺霆orz</a> 尼格台风[doge]
感冒就辞职,来自四川,2022-10-20 11:19:35,这名字真好
C173Rick,来自广东,2022-10-20 10:38:04,看来是要到广州来了
留仙剑臣,来自广东,2022-10-20 09:18:49,黑旋风[doge]
白粥LY,来自上海,2022-10-20 08:04:34,"会吹到广州吗""[开学季]"""
luvcotttaintbroken,来自广东,2022-10-20 07:49:17,<a href='/n/Aspringwithoutu'>@Aspringwithoutu</a> <a href='/n/movinglikeazombie'>@movinglikeazombie</a> cnm笑醒了 倪哥来咯[haha]
快乐成猪,来自广东,2022-10-20 02:00:04,<a href='/n/ROTDIII'>@ROTDIII</a>
ROTDIII,来自湖南,2022-10-20 08:54:50,朝鲜人是这样
mirich1,来自四川,2022-10-19 23:19:45,<a href='/n/imfirey'>@imfirey</a>
向晚Avava,来自安徽,2022-10-19 22:51:15,我将持续关注
水靣的满月,来自安徽,2022-10-19 21:19:41,尼格 自由[doge]
库里骑扣维金斯,来自广东,2022-10-19 21:14:28,认真的吗这命名
Mkuag,来自江西,2022-10-19 21:04:06,IShowSpeed 最爱的台风，大张伟老师次之。
晶外狂徒莉莉安,来自广东,2022-10-19 20:16:18,辱尼了 阳光彩虹小白马 滴滴哒滴滴哒[笑哈哈]
灯火阑珊兔,来自海南,2022-10-19 20:12:03,阳光彩虹小白马
still_逆蝶,来自广东,2022-10-19 20:01:36,尼格！科比是你吗
优雅的pcl,来自浙江,2022-10-19 17:26:10,？
